id_in_session,code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started_utc,visited,participant_code,session_code,is_demo,real_world_currency_per_point,name,participation_fee,id_in_group,payoff,reserve_m_1,reserve_m_2,value_1,value_1_1,value_1_2,value_1_3,value_1_4,value_1_5,value_1_6,value_2,value_2_1,value_2_2,value_2_3,value_2_4,value_2_5,value_2_6,value_1_max,value_2_max,reserve_p_2,upfront_2,random_m_1,random_m_2,reserve_2,profit_1,profit_2,profit,get_1,get_2,revenue,revenue_1,revenue_2,account_1,account_2,account,earn,bonus,getmyerson_1,getmyerson_2,getpost_2,lucky,finalpay,quiz1,quiz2,quiz3,quiz4,p_reserve_m_1,p_reserve_m_2,p_value_1,p_value_1_1,p_value_1_2,p_value_1_3,p_value_2,p_value_2_1,p_value_2_2,p_value_1_max,p_value_2_max,p_reserve_p_2,p_upfront_2,p_random_m_1,p_random_m_2,p_reserve_2,p_profit_1,p_profit_2,p_profit,p_get_1,p_get_2,p_revenue,p_revenue_1,p_revenue_2,p_getmyerson_1,p_getmyerson_2,p_getpost_2,p_bid_1,p_enter_2,p_bid_2,bid_1,enter_2,bid_2,lottery1,lottery2,lottery3,lottery4,lottery5,lottery6,lottery7,lottery8,lottery9,lottery10,survey1,survey2,survey3,survey4,survey5,survey6,surveyid,id_in_subsession,round_number,date,treatment,survey3grad
11,f7lgjc9u,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-13 17:47:24.064691,1,66.0,8tt4aoii,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,11,66.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,66.0,6.6,16.0,0.0,0.0,0.0,4,16.6,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,6.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,7.0,3.97,"I chose 0 as I only valued it at 2 and so even if the secret price was 2 and I got the item, I would have broken even. I also chose 0 as I knew it would influence the membership fee + secret price for the next round. ","I chose 1 as I only valued it at 2 and so even if the secret price was 2 and I got the item, I would have broken even. ",11,1,1,0913,2,
1,8xvv0uoe,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:13:16.794784,1,57.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,1,57.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,7.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,57.0,5.7,5.0,,,,10,16.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,1,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,7.0,4.0,,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,3.53,Based off of probability,Guessing higher than 5 so that my odds increase.,1,1,1,0913,3,
2,8f1fcs8c,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:13:29.401336,1,68.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,2,68.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,18.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,68.0,6.8,16.0,,,,1,17.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,1,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,6.0,6.0,,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,7.0,3.98,Trying to always get a number equal or higher to what the secret number could be,Trying to understand the probabilities of me getting more money by randomly getting numbers,2,1,1,0913,3,
3,s82myxqp,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:13:39.964377,1,64.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,3,64.0,2.0,2.0,2.0,1,0,0,0,0,0,8.0,0,0,1,0,0,0,4.0,16.0,,,,,,0.0,6.0,14.0,0.0,1.0,2.0,0.0,2.0,50.0,56.0,64.0,6.4,8.0,,,,7,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,1,4.0,8.0,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,4.0,0.0,,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,3.2,The safest given the points i had and the chances i could afford it,most profitable options ,3,1,1,0913,3,
4,pmu81bcm,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:13:56.342864,1,62.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,4,62.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,12.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,62.0,6.2,10.0,,,,2,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,10.0,3.0,,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,3.9,Guessed to be honest,guessed,4,1,1,0913,3,
5,h0fgvzuv,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:14:12.182699,1,68.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,5,68.0,2.0,2.0,4.0,0,1,0,0,0,0,8.0,0,0,1,0,0,0,8.0,16.0,,,,,,2.0,6.0,18.0,1.0,1.0,4.0,2.0,2.0,52.0,58.0,68.0,6.8,10.0,,,,4,17.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,4.0,4.0,,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,3.54,always tried used the true value,Accepted only 50% chance of higher to get 16,5,1,1,0913,3,
6,ixrs4zpf,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:14:24.237874,1,87.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,6,87.0,2.0,2.0,4.0,0,1,0,0,0,0,32.0,0,0,0,0,1,0,8.0,64.0,,,,,,2.0,30.0,37.0,1.0,1.0,4.0,2.0,2.0,52.0,82.0,87.0,8.7,5.0,,,,8,19.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,1,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,6.0,8.0,,64.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,36.0,10.0,3.5,I bid as high as possible,I bid as high as possible,6,1,1,0913,3,
7,ufradipi,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:14:33.760428,1,57.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,7,57.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,7.0,1.0,0.0,2.0,2.0,0.0,52.0,52.0,57.0,5.7,5.0,,,,7,16.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,5.0,,5.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,10.0,3.96,I chose a number slightly lower than my value of the item.,I chose a number slightly lower than my value of the item.,7,1,1,0913,3,
8,mqskxljr,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:14:47.569081,1,57.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,8,57.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,7.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,57.0,5.7,5.0,,,,10,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,6.0,2.0,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,8.0,3.34,I thought about the numbers and chose the most logical choice ,I thought about the statistical probability of each answer and guessed accordingly,8,1,1,0913,3,
9,zak1r0dx,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:15:00.069148,1,60.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,9,60.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,60.0,6.0,8.0,,,,7,16.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,6.0,4.0,,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,8.0,,,,9,1,1,0913,3,
10,bhs1p29v,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:15:13.917280,1,64.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,10,64.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,,,,,,2.0,2.0,14.0,1.0,1.0,4.0,2.0,2.0,52.0,54.0,64.0,6.4,10.0,,,,5,16.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,5.0,,12.0,6.0,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,7.0,3.72,Probability,Probability,10,1,1,0913,3,
11,mmgavab7,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:15:28.414047,1,57.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,11,57.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,7.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,57.0,5.7,5.0,,,,8,16.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,5.0,,5.0,2.0,,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,10.0,3.41,"In the decision in the first period, I ended playing fairly safe and bet one over the true value. ","In the second period, I made sure that I bet within the same true value to play even safer. ",11,1,1,0913,3,
12,hs97iud1,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:15:42.059623,1,55.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,12,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,50.0,50.0,55.0,5.5,5.0,,,,8,16.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,5.0,,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,2.0,2.97,My value of the item is what I stuck with.,"I choose lower of my value because I believed with the implementation of the higher bids, the secret would have raised above my value therefore I found it irrelevant to bid higher, but on the off chance it was lower I would have been rewarded.",12,1,1,0913,3,
13,9oa7gryq,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:15:57.270554,1,57.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,13,57.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,7.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,57.0,5.7,5.0,,,,8,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,6.0,2.0,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,3.79,"I just did what felt would be the most optimal for maximizing the number of points I get, evening out my win and loss chances ","Option B sounded too unlikely for the max points at first, so I went with option A. Once I got to the 50% chances, I went with option B since the max point chance was less of a gamble. ",13,1,1,0913,3,
14,exw6ml00,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:16:10.754369,1,66.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,14,66.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,16.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,66.0,6.6,16.0,,,,1,17.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,6.0,3.0,,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,3.32,"I chose the highest number, the one with only 5% because I figured if everyone else went lower, I'd be in the top percentile. ","When the odds were no longer 50/50 for the higher pay out, Option A became the safer bet.",14,1,1,0913,3,
15,6yrj9klq,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:16:25.374871,1,57.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,15,57.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,7.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,57.0,5.7,5.0,,,,8,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,1,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,6.0,4.0,,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,3.01,I made it based off of how likely each outcome was.,I based it off the probability of each outcome.,15,1,1,0913,3,
16,qvejvzdg,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:16:43.558600,1,60.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,16,60.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,60.0,6.0,8.0,,,,7,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,1,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,1.0,,4.0,6.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,2.81,I take a chance on my bid.,Same as the first period.,16,1,1,0913,3,
17,2privzfm,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:16:56.218131,1,68.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,17,68.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,18.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,68.0,6.8,16.0,,,,2,17.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,7.0,3.0,,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,5.0,3.5,"I like to risk getting the maximum profit possible. Since this experiment is low stakes, and calculating the worst possible payment per the time spent in this experiment, I figured its still worth the risk. The worst case scenario for me was still a good use of my time.","I was willing again to be a little riskier with my decision making. As stated in the previous section, it was worth choosing riskier options.",17,1,1,0913,3,
18,co0o9xn6,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:17:07.945109,1,58.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,18,58.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,8.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,58.0,5.8,8.0,,,,8,16.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,9.0,,8.0,4.0,,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,3.75,"In the first period, I just tried to bid high. I thought it would make sense so then I didn't lose any points by going into the negatives...","The second period, I made decisions based on if I had a higher chance of winning a higher number, I would pick that. So, as the chances switched, my preferences between Option A and B did too. ",18,1,1,0913,3,
19,ptw8qa0a,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:17:20.777496,1,57.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,19,57.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,7.0,1.0,0.0,2.0,2.0,0.0,52.0,52.0,57.0,5.7,5.0,,,,7,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,9.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,5.0,3.3,"i was thinking that if i chose i higher number, i would be able to get some extra points by only paying the secret price.",I was thinking that a big win or a big loss is too risky. I would much rather the points be closer together with different probabilities rather than a a giant point difference.,19,1,1,0913,3,
20,wlgx1s0j,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:17:29.684876,1,58.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,20,58.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,8.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,58.0,5.8,8.0,,,,7,16.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,4.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,3.48,"I was trying to bid low, but not too low as to still earn the value. I did not understand it too well in all honesty, and I wish I had more opportunity to practice.",I made the decision that I felt would have the greater chance of giving me more points.,20,1,1,0913,3,
22,ctsu6dp7,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:17:59.746583,1,60.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,22,60.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,60.0,6.0,10.0,,,,4,16.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,1,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,5.0,,5.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,10.0,3.92,"I looked at the pie chart and anticipated that how likely the machine would set a secret price. Then, when I received the true value I had, I decided to bid higher that it a little bit more.","Similar to the first, I looked at the pie chart and anticipated the price. Then, I found that the true value is pretty low, so I did not bid more than the true value I had.",22,1,1,0913,3,
23,q1z61ogt,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:18:09.446639,1,60.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,23,60.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,60.0,6.0,8.0,,,,9,16.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,6.0,6.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,8.0,3.9,Always bidding the same number regardless of the price. This study reminds me of stocks and stocks are unpredictable. Unpredictability always favors consistency. ,Same for the first period. Consistency is always favored by unpredictability. ,23,1,1,0913,3,
24,acopaeim,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:18:41.015284,1,68.0,z3juhl9y,0,0.1,Static_mechanism_worse_1,0.0,24,68.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,18.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,68.0,6.8,16.0,,,,1,17.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,,3.0,6.0,,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,3.0,By choosing the higher points.,By choosing the higher probability with the most points.,24,1,1,0913,3,
1,7nnpts8z,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:47:42.470431,1,57.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,1,57.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,7.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,57.0,5.7,5.0,,,,9,15.7,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,5.0,2.0,,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,0.0,by calculating the probability,by calculating the probability,1,1,1,0913,4,
2,8me0ikvu,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:48:02.817120,1,74.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,2,74.0,2.0,2.0,16.0,0,0,0,1,0,0,2.0,1,0,0,0,0,0,32.0,4.0,,,,,,14.0,0.0,24.0,1.0,1.0,4.0,2.0,2.0,64.0,64.0,74.0,7.4,10.0,,,,4,17.4,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,8.0,16.0,,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,23.0,5.0,3.4,I tried to pick points and bid 60% over the median number to increase chances and I got profit in both periods. It was a little profit points yet it was something.,I looked at the values for example so choices said 8/10 chance for 16 points 0/8 chance for 8 points vs 9/10 chance for 12 points and 0/20 chance for 20 points. I tried to do mental math and carefully decided which point to pick.,2,1,1,0913,4,
5,mef9hg0t,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:48:43.051465,1,60.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,5,60.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,60.0,6.0,10.0,,,,5,16.0,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,-2.0,2.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,10.0,3.0,,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0,3.0,3.8,,,5,1,1,0913,4,
6,ijzlagbz,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:48:52.677479,1,57.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,6,57.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,7.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,57.0,5.7,5.0,,,,6,15.7,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,9.0,,5.0,6.0,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,,,,6,1,1,0913,4,
7,nq75oe0k,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:49:05.389373,1,66.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,7,66.0,2.0,2.0,8.0,0,0,1,0,0,0,4.0,0,1,0,0,0,0,16.0,8.0,,,,,,6.0,2.0,16.0,1.0,1.0,4.0,2.0,2.0,56.0,58.0,66.0,6.6,8.0,,,,9,16.6,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,4.0,10.0,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,30.0,4.0,4.0,By looking at the percentages/likelihood of each price being called. ,By looking at the chance of option A to be less risky than choosing option B.,7,1,1,0913,4,
8,24jh1bw5,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:49:16.639800,1,98.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,8,98.0,2.0,2.0,32.0,0,0,0,0,1,0,4.0,0,1,0,0,0,0,64.0,8.0,,,,,,30.0,2.0,48.0,1.0,1.0,4.0,2.0,2.0,80.0,82.0,98.0,9.8,16.0,,,,2,19.8,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,1,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,6.0,32.0,,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,5.0,,,,8,1,1,0913,4,
9,5t03i1f3,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:49:32.924323,1,68.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,9,68.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,18.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,68.0,6.8,16.0,,,,4,16.8,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,6.0,4.0,,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,3.0,I didn't want to put a lot of risk when I wouldn't profit from it.,There was a higher probability of getting bigger payout with the riskier decisions so I chose riskier for the last 6 or 7 decisions. whereas the chance of getting bigger payout was lower so I chose the less risky for the first 3.,9,1,1,0913,4,
