id_in_session,code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started_utc,visited,participant_code,session_code,is_demo,real_world_currency_per_point,name,participation_fee,id_in_group,payoff,reserve_m_1,reserve_m_2,value_1,value_1_1,value_1_2,value_1_3,value_1_4,value_1_5,value_1_6,value_2,value_2_1,value_2_2,value_2_3,value_2_4,value_2_5,value_2_6,value_1_max,value_2_max,reserve_p_2,upfront_2,random_m_1,random_m_2,reserve_2,profit_1,profit_2,profit,get_1,get_2,revenue,revenue_1,revenue_2,account_1,account_2,account,earn,bonus,getmyerson_1,getmyerson_2,getpost_2,lucky,finalpay,quiz1,quiz2,quiz3,quiz4,p_reserve_m_1,p_reserve_m_2,p_value_1,p_value_1_1,p_value_1_2,p_value_1_3,p_value_2,p_value_2_1,p_value_2_2,p_value_1_max,p_value_2_max,p_reserve_p_2,p_upfront_2,p_random_m_1,p_random_m_2,p_reserve_2,p_profit_1,p_profit_2,p_profit,p_get_1,p_get_2,p_revenue,p_revenue_1,p_revenue_2,p_getmyerson_1,p_getmyerson_2,p_getpost_2,p_bid_1,p_enter_2,p_bid_2,bid_1,enter_2,bid_2,lottery1,lottery2,lottery3,lottery4,lottery5,lottery6,lottery7,lottery8,lottery9,lottery10,survey1,survey2,survey3,survey4,survey5,survey6,surveyid,id_in_subsession,round_number,date,treatment,survey3grad,t,revenue_upfront,revenue_post,revenue_myerson,revenue_2_n,revenue_n,get_2_t,revenue_1_theory,upfront_theory,revenue_post_theory,revenue_2_theory,revenue_theory,revenue_post_t,revenue_2_enter,revenue_enter,revenue_n_t,revenue_min,revenue_min1,revenue_min2,diffbv_1,diffbv_2,overp1,overp2,diffbvp_1,diffbvp_2,over1,over2,diff1,diff2,diff_ave,profit_n,nonclair,risk,risks,theory_r1,theory_r2,theory_r,med1,lqt1,uqt1,iqr1,mean1,ls1,us1,outliers1,med,lqt,uqt,iqr,ls,us,mean,std,std1,std2,rev_1,std1t1,std2t1,rev_2,rev_t,rev_enter_t,rev_m,rev_m1,rev_m2,outliers,fpay,scenario,static
14,6r84hc9h,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:55.426472,1,72,euvcknah,0,.1,Static_mechanism_worse_1,0,14,72,2,2,2,1,0,0,0,0,0,8,0,0,1,0,0,0,4,16,,0,0,0,,0,6,22,1,1,4,2,2,50,56,72,7.1999998,16,,,,5,17.200001,0,0,,,4,4,4,0,1,0,4,1,1,8,8,,,,,,0,0,0,1,1,8,4,4,,,,4,,4,2,,6,1,1,1,1,0,0,0,0,0,0,1,18,7,,I chose my personal value,"I chose a number that I thought was assigned to me, based off of a gut feeling.",14,1,1,914,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,-2,0,0,1,.75,0,0,1,.75,.875,6,0,4,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
11,wwriqz1m,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 19:10:54.384843,1,57,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,11,57,2,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,8,4,,0,0,0,,2,0,7,1,1,4,2,2,52,52,57,5.6999998,5,,,,9,15.7,0,0,,,4,4,4,0,1,0,6,0,1,8,12,,,,,,0,2,2,1,1,8,4,4,,,,6,,6,4,,2,1,1,1,1,0,0,0,0,0,0,0,21,10,,,,20,1,1,1010,3,0,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,0,0,0,1,1,0,0,1,1,1,2,0,4,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,16,Scenario A,1
15,6yrj9klq,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:16:25.374871,1,57,z3juhl9y,0,.1,Static_mechanism_worse_1,0,15,57,2,2,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,8,,0,0,0,,0,2,7,1,1,4,2,2,50,52,57,5.6999998,5,,,,8,16,0,0,,,4,4,2,1,0,0,6,1,1,4,12,,,,,,0,2,2,0,1,4,0,4,,,,2,,6,4,,4,1,1,1,0,0,0,0,0,0,0,0,22,9,3.01,I made it based off of how likely each outcome was.,I based it off the probability of each outcome.,15,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,0,1,0,2,1,1,0,2,1,1.5,2,0,3,3,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
2,96vhltur,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:48:09.180570,1,74,euvcknah,0,.1,Static_mechanism_worse_1,0,2,74,2,2,4,0,1,0,0,0,0,8,0,0,1,0,0,0,8,16,,0,0,0,,2,6,24,1,1,4,2,2,52,58,74,7.4000001,16,,,,5,17.4,0,0,,,4,4,4,0,1,0,4,1,0,8,8,,,,,,0,0,0,1,1,8,4,4,,,,5,,4,2,,4,1,0,1,1,0,1,0,0,1,0,0,25,5,3.4000001,Based on true value greater than secret price,50 chance for true value to secret price,2,1,1,914,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,-2,-4,0,0,.5,.5,0,0,.5,.5,.5,8,0,1,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
13,krursgo8,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:47.162960,1,70,euvcknah,0,.1,Static_mechanism_worse_1,0,13,70,2,2,4,0,1,0,0,0,0,4,0,1,0,0,0,0,8,8,,0,0,0,,2,2,20,1,1,4,2,2,52,54,70,7,16,,,,5,17,0,0,,,4,4,6,0,0,1,6,0,1,12,12,,,,,,2,2,4,1,1,8,4,4,,,,7,,6,5,,7,1,0,1,1,0,0,1,1,0,0,0,21,8,3.5,I made the decision in the first period using only numbers that were greater than 4. I assumed that the secret value was less. ,I made the decision in the second period by using what seemed more favorable and likely. ,13,1,1,914,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,1,3,1,1,1.25,1.75,1,1,1.25,1.75,1.5,4,0,1,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
10,cdju7gsl,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 17:43:46.585734,1,76,t8zrstny,0,.1,Static_mechanism_worse_1,0,10,76,2,2,4,0,1,0,0,0,0,16,0,0,0,1,0,0,8,32,,0,0,0,,2,14,26,1,1,4,2,2,52,66,76,7.5999999,10,,,,5,17.6,0,0,,,4,4,6,0,0,1,4,1,0,12,8,,,,,,2,0,2,1,1,8,4,4,,,,6,,7,4,,14,1,1,0,1,1,0,1,1,1,1,0,20,5,3.3,I mostly choose the middle value of the number when I had a small number of tokens. And 1/4th of the total value of my tokens when the number was higher ,It was randomly,23,1,1,926,3,0,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,-2,0,0,1,.875,0,0,1,.875,.9375,16,0,2,8,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
11,piq4r2ya,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:31.414225,1,62,euvcknah,0,.1,Static_mechanism_worse_1,0,11,62,2,2,4,0,1,0,0,0,0,2,1,0,0,0,0,0,8,4,,0,0,0,,2,0,12,1,1,4,2,2,52,52,62,6.1999998,10,,,,1,16.200001,0,0,,,4,4,2,1,0,0,6,0,1,4,12,,,,,,0,2,2,0,1,4,0,4,,,,1,,5,5,,2,0,0,1,0,1,1,1,1,0,1,0,21,8,3.4400001,Look at the value then determine how much to bid for,Look at the value then determine how much to bid for,11,1,1,914,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,1,0,1,0,1.25,1,1,0,1.25,1,1.125,2,0,1,6,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
4,xy09rh2x,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 18:01:26.766739,1,58,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,4,58,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,,0,0,0,,0,0,8,1,1,4,2,2,50,50,58,5.8000002,8,,,,9,15.8,0,0,,,4,4,2,1,0,1,4,1,0,4,8,,,,,,-2,0,-2,1,1,8,4,4,,,,4,,4,2,,2,1,1,1,1,1,1,1,1,0,0,1,18,9,4,"I deduced that there was never a reason to bid more or less than your own true value. You want to bid as high as possible to increase your chance of getting the item, because you don't have to pay your bid if you get it; but if the secret price is more than your true value, you get the item but lose money. ","In the bonus section, I would always rather get 8 points than 5 so it was never worth it to choose option B until I got to decision 9 where I accepted the 1% risk of five points and of course decision ten where I was guaranteed 16 points if that was used to determine my profit. ",13,1,1,1010,3,0,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,0,0,0,1,1,0,0,1,1,1,0,0,8,8,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,16,Scenario A,1
18,co0o9xn6,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:17:07.945109,1,58,z3juhl9y,0,.1,Static_mechanism_worse_1,0,18,58,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,,0,0,0,,0,0,8,1,1,4,2,2,50,50,58,5.8000002,8,,,,8,16,0,0,,,4,4,6,0,0,1,6,0,1,12,12,,,,,,2,2,4,1,1,8,4,4,,,,9,,8,4,,4,1,0,1,1,1,1,0,0,0,0,0,21,1,3.75,"In the first period, I just tried to bid high. I thought it would make sense so then I didn't lose any points by going into the negatives...","The second period, I made decisions based on if I had a higher chance of winning a higher number, I would pick that. So, as the chances switched, my preferences between Option A and B did too. ",18,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,2,1,1,2,2,1,1,2,2,2,0,0,1,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
1,8xvv0uoe,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:13:16.794784,1,57,z3juhl9y,0,.1,Static_mechanism_worse_1,0,1,57,2,2,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,8,,0,0,0,,0,2,7,1,1,4,2,2,50,52,57,5.6999998,5,,,,10,16,0,0,,,4,4,6,0,0,1,4,1,1,12,8,,,,,,2,0,2,1,1,8,4,4,,,,7,,7,4,,6,1,0,1,1,0,1,1,0,0,0,0,20,5,3.53,Based off of probability,Guessing higher than 5 so that my odds increase.,1,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,2,1,1,2,1.5,1,1,2,1.5,1.75,2,0,1,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
23,q1z61ogt,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:18:09.446639,1,60,z3juhl9y,0,.1,Static_mechanism_worse_1,0,23,60,2,2,4,0,1,0,0,0,0,2,1,0,0,0,0,0,8,4,,0,0,0,,2,0,10,1,1,4,2,2,52,52,60,6,8,,,,9,16,0,0,,,4,4,4,0,1,0,6,0,1,8,12,,,,,,0,2,2,1,1,8,4,4,,,,6,,6,6,,4,1,1,1,1,1,1,1,1,1,0,0,20,8,3.9000001,Always bidding the same number regardless of the price. This study reminds me of stocks and stocks are unpredictable. Unpredictability always favors consistency. ,Same for the first period. Consistency is always favored by unpredictability. ,23,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,2,1,1,1.5,2,1,1,1.5,2,1.75,2,0,9,9,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
6,ine6ere8,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:48:47.422970,1,55,euvcknah,0,.1,Static_mechanism_worse_1,0,6,55,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,,0,0,0,,0,0,5,1,1,4,2,2,50,50,55,5.5,5,,,,9,15.5,0,0,,,4,4,6,0,0,1,6,0,1,12,12,,,,,,2,2,4,1,1,8,4,4,,,,6,,12,4,,2,1,1,1,1,0,0,0,0,0,0,0,22,8,,,,6,1,1,914,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,0,1,0,2,1,1,0,2,1,1.5,0,0,4,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,16,Scenario A,1
7,wqrphztk,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 18:02:15.906214,1,61,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,7,61,2,2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,4,16,,0,0,0,,0,6,11,1,1,4,2,2,50,56,61,6.0999999,5,,,,7,16.1,0,0,,,4,4,2,1,0,1,6,0,1,4,12,,,,,,0,2,2,0,1,4,0,4,,,,2,,7,4,,3,1,0,1,0,0,0,0,0,0,0,0,20,10,3.96,"I just looked at the chart to see how probable it was to get a certain value; then I decided I would bid a little bit more than my true value, just to receive the item -- I did not think about compensation","I knew that there was a great chance of your random number being selected if their were less numbers to choose from, so when the chances were low (in the first couple decisions), I decided to try out option A because they were out of 10 and 5",16,1,1,1010,3,0,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,-5,1,0,2,.375,1,0,2,.375,1.1875,6,0,1,2,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
5,aj4h55bf,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 18:01:37.610221,1,68,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,5,68,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,,0,0,0,,0,2,18,1,1,4,2,2,50,52,68,6.8000002,16,,,,1,16.799999,0,0,,,4,4,6,0,0,1,4,1,0,12,8,,,,,,0,0,0,0,1,4,0,4,,,,3,,6,4,,5,0,0,0,0,0,0,0,0,0,0,1,24,3,,Based on the probability of most proportion,Based on the probability of most proportion,14,1,1,1010,3,1,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,1,1,1,2,1.25,1,1,2,1.25,1.625,2,0,0,0,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
4,pmu81bcm,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:13:56.342864,1,62,z3juhl9y,0,.1,Static_mechanism_worse_1,0,4,62,2,2,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,8,,0,0,0,,0,2,12,1,1,4,2,2,50,52,62,6.1999998,10,,,,2,16,0,0,,,4,4,2,1,0,0,6,0,1,4,12,,,,,,0,2,2,0,1,4,0,4,,,,3,,10,3,,6,1,1,1,1,1,0,0,0,0,0,0,20,8,3.9000001,Guessed to be honest,guessed,4,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,1,2,1,1,1.5,1.5,1,1,1.5,1.5,1.5,2,0,5,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
15,hpn7nq5x,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:50:07.246205,1,58,euvcknah,0,.1,Static_mechanism_worse_1,0,15,58,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,,0,0,0,,0,0,8,1,1,4,2,2,50,50,58,5.8000002,8,,,,8,15.8,0,0,,,4,4,6,0,0,1,4,1,0,12,8,,,,,,2,0,2,1,1,8,4,4,,,,9,,6,4,,4,1,0,0,1,1,1,0,0,0,0,0,21,8,,,,15,1,1,914,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,2,1,1,2,2,1,1,2,2,2,0,0,1,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,16,Scenario A,1
8,awowm48g,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:05.442187,1,55,euvcknah,0,.1,Static_mechanism_worse_1,0,8,55,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,,0,0,0,,0,0,5,1,1,4,2,2,50,50,55,5.5,5,,,,6,15.5,0,0,,,4,4,6,0,0,1,6,0,1,12,12,,,,,,2,2,4,1,1,8,4,4,,,,7,,7,3,,4,1,1,1,1,0,0,0,0,0,0,1,22,8,3.2,Tried to bid the lowest possible.,By bidding the max number.,8,1,1,914,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,1,2,1,1,1.5,2,1,1,1.5,2,1.75,0,0,4,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,16,Scenario A,1
2,8f1fcs8c,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:13:29.401336,1,68,z3juhl9y,0,.1,Static_mechanism_worse_1,0,2,68,2,2,4,0,1,0,0,0,0,2,1,0,0,0,0,0,8,4,,0,0,0,,2,0,18,1,1,4,2,2,52,52,68,6.8000002,16,,,,1,17,0,0,,,4,4,4,0,1,0,4,1,1,8,8,,,,,,0,0,0,1,1,8,4,4,,,,4,,6,6,,4,1,1,1,0,0,0,1,0,0,1,0,19,7,3.98,Trying to always get a number equal or higher to what the secret number could be,Trying to understand the probabilities of me getting more money by randomly getting numbers,2,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,2,1,1,1.5,2,1,1,1.5,2,1.75,2,0,3,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
13,9105iw2z,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 19:11:41.317828,1,70,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,13,70,2,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,8,8,,0,0,0,,2,2,20,1,1,4,2,2,52,54,70,7,16,,,,3,17,0,0,,,4,4,4,0,1,0,6,0,1,8,12,,,,,,0,2,2,1,1,8,4,4,,,,8,,7,8,,8,1,1,1,1,0,0,0,0,0,0,0,36,3,3.8900001,bid for the highest value to get the item since I'm still paying the secret price no matter what,bid for the highest value to get the item since I'm still paying the secret price no matter what,22,1,1,1010,3,1,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,4,4,1,1,2,2,1,1,2,2,2,4,0,4,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
11,mmgavab7,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:15:28.414047,1,57,z3juhl9y,0,.1,Static_mechanism_worse_1,0,11,57,2,2,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,8,,0,0,0,,0,2,7,1,1,4,2,2,50,52,57,5.6999998,5,,,,8,16,0,0,,,4,4,4,0,1,0,6,0,1,8,12,,,,,,0,2,2,1,1,8,4,4,,,,5,,5,2,,5,1,1,1,1,0,0,0,0,0,0,1,22,10,3.4100001,"In the decision in the first period, I ended playing fairly safe and bet one over the true value. ","In the second period, I made sure that I bet within the same true value to play even safer. ",11,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,1,0,1,1,1.25,0,1,1,1.25,1.125,2,0,4,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
2,1hfj3uc0,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 18:01:06.454729,1,60,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,2,60,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,,0,0,0,,0,0,10,1,1,4,2,2,50,50,60,6,10,,,,2,16,0,0,,,4,4,6,0,1,1,4,1,0,12,8,,,,,,2,0,2,1,1,8,4,4,,,,7,,4,2,,2,1,1,1,1,1,0,0,0,0,0,1,23,5,,,,11,1,1,1010,3,1,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,0,0,0,1,1,0,0,1,1,1,0,0,5,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
20,wlgx1s0j,0,25,24,Static_mechanism_worse_1,Results,2021-09-13 19:17:29.684876,1,58,z3juhl9y,0,.1,Static_mechanism_worse_1,0,20,58,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,,0,0,0,,0,0,8,1,1,4,2,2,50,50,58,5.8000002,8,,,,7,16,0,0,,,4,4,4,0,1,0,6,0,1,8,12,,,,,,0,2,2,1,1,8,4,4,,,,4,,4,2,,2,1,1,1,1,1,1,0,0,0,0,0,20,6,3.48,"I was trying to bid low, but not too low as to still earn the value. I did not understand it too well in all honesty, and I wish I had more opportunity to practice.",I made the decision that I felt would have the greater chance of giving me more points.,20,1,1,913,3,,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,0,0,0,1,1,0,0,1,1,1,0,0,6,6,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
8,xo91hbfz,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:48:38.914271,1,80,t8zrstny,0,.1,Static_mechanism_worse_1,0,8,80,2,2,2,1,0,0,0,0,0,16,0,0,0,1,0,0,4,32,,0,0,0,,0,14,30,1,1,4,2,2,50,64,80,8,16,,,,4,18,0,0,,,4,4,4,1,1,0,4,1,0,8,8,,,,,,0,0,0,1,0,4,4,0,,,,4,,2,3,,5,1,0,0,0,0,0,0,0,0,0,0,30,5,3.8499999,Based on the value given and percentage of others' values,Based on the probability,24,1,1,926,3,1,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,1,-11,1,0,1.5,.3125,1,0,1.5,.3125,.90625,14,0,1,1,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,19,Scenario A,1
6,dwtxadaz,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 18:02:04.000206,1,68,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,6,68,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,,0,0,0,,0,2,18,1,1,4,2,2,50,52,68,6.8000002,16,,,,5,16.799999,0,0,,,4,4,2,1,0,0,4,1,0,4,8,,,,,,0,0,0,0,1,4,0,4,,,,2,,4,2,,4,1,1,1,1,0,0,0,0,0,0,1,22,10,3.0999999,ensure I will not lose money,by intuition,15,1,1,1010,3,1,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,0,0,0,0,1,1,0,0,1,1,1,2,0,4,4,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
7,s8nq2jzy,0,25,24,Static_mechanism_worse_1,Results,2021-09-26 16:48:18.168121,1,74,t8zrstny,0,.1,Static_mechanism_worse_1,0,7,74,2,2,4,0,1,0,0,0,0,8,0,0,1,0,0,0,8,16,,0,0,0,,2,6,24,1,1,4,2,2,52,58,74,7.4000001,16,,,,3,17.4,0,0,,,4,4,4,0,1,1,4,1,0,8,8,,,,,,0,0,0,1,1,8,4,4,,,,7,,8,3,,9,1,0,0,0,0,0,0,0,0,0,1,25,5,3.74,I just make my decision on the bid higher than the secret price.,"I chose the higher bid number at first, and I try to make a decision that the bid higher than the secret price.",23,1,1,926,3,1,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,-1,1,0,1,.75,1.125,0,1,.75,1.125,.9375,8,0,1,1,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
12,9b2z4c8b,0,25,24,Static_mechanism_worse_1,Results,2021-10-10 19:11:29.134595,1,68,rdu5yqbr,0,.1,Static_mechanism_worse_1,0,12,68,2,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,8,4,,0,0,0,,2,0,18,1,1,4,2,2,52,52,68,6.8000002,16,,,,4,16.799999,0,0,,,4,4,2,1,0,0,6,0,1,4,12,,,,,,0,2,2,0,1,4,0,4,,,,2,,9,6,,3,1,1,1,0,0,1,1,0,0,0,1,20,2,3.4000001,Probability of the average payout between the two numbers,the numbers began to have a higher probability of a more favorable outcome,21,1,1,1010,3,0,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,2,1,1,1,1.5,1.5,1,1,1.5,1.5,1.5,2,0,3,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,17,Scenario A,1
